question,label
 زابلی محله قوچ مراد، روستایی است از توابع بخش مرکزی شهرستان گنبد کاووس در کجا : استان گلستان ایران.,1
 چه کسی یک شرکت آمریکایی نشر موسیقی است که در سال ۱۹۸۶ توسط جاناتان پانم ن و بروس پاویت در سیاتل، واشینگتن تأسیس شد. : ساب پاپ ,-1
 ساب پاپ یک کجا نشر موسیقی است که در سال ۱۹۸۶ توسط جاناتان پانم ن و بروس پاویت در سیاتل، واشینگتن تأسیس شد. : شرکت آمریکایی ,-1
 ساب پاپ یک شرکت آمریکایی نشر موسیقی است که در سال ۱۹۸۶ توسط چه کسی و بروس پاویت در سیاتل، واشینگتن تأسیس شد. : جاناتان پانم ن ,1
 ساب پاپ یک شرکت آمریکایی نشر موسیقی است که در سال ۱۹۸۶ توسط جاناتان پانم ن چه کسی در سیاتل، واشینگتن تأسیس شد. : و بروس پاویت ,-1
 ساب پاپ یک شرکت آمریکایی نشر موسیقی است که در سال ۱۹۸۶ توسط جاناتان پانم ن و بروس پاویت در سیاتل، چه کسی تأسیس شد. : واشینگتن ,-1
 ساب پاپ یک شرکت آمریکایی نشر موسیقی است که در سال ۱۹۸۶ توسط جاناتان پانم ن و بروس پاویت در سیاتل، واشینگتن تأسیس چه کسی : شد.,-1
 چه چیزی تایمز یک روزنامه آنلاین است که دفتر آن در شهرستان پیرس در ایالت واشینگتن ایالات متحده آمریکا است. : سابربن ,-1
 سابربن تایمز یک چه چیزی است که دفتر آن در شهرستان پیرس در ایالت واشینگتن ایالات متحده آمریکا است. : روزنامه آنلاین ,-1
 سابربن تایمز یک روزنامه آنلاین است که دفتر آن در کجا در ایالت واشینگتن ایالات متحده آمریکا است. : شهرستان پیرس ,1
 سابربن تایمز یک روزنامه آنلاین است که دفتر آن در شهرستان پیرس در کجا : ایالت واشینگتن ایالات متحده آمریکا است.,-1
 شابانک، یک گیاه خوراکی یک ساله است که بومی مناطق مدیترانه، از کجا و پرتغال تا لبنان و ترکیه و ایران است. : مراکش ,1
 شابانک، یک گیاه خوراکی یک ساله است که بومی مناطق مدیترانه، از مراکش کجا تا لبنان و ترکیه و ایران است. : و پرتغال ,-1
 شابانک، یک گیاه خوراکی یک ساله است که بومی مناطق مدیترانه، از مراکش و پرتغال تا کجا و ترکیه و ایران است. : لبنان ,1
 شابانک، یک گیاه خوراکی یک ساله است که بومی مناطق مدیترانه، از مراکش و پرتغال تا لبنان کجا و ایران است. : و ترکیه ,-1
 شابانک، یک گیاه خوراکی یک ساله است که بومی مناطق مدیترانه، از مراکش و پرتغال تا لبنان و ترکیه کجا : و ایران است.,-1
 صنایع الکترونیک کجا یا صاایران نام شرکتی وابسته به وزارت دفاع و پشتیبانی نیروهای مسلح است. : ایران ,-1
 صنایع الکترونیک ایران یا صاایران نام شرکتی وابسته به کجا : وزارت دفاع و پشتیبانی نیروهای مسلح است.,-1
 ,1
 چه کسی پایین، روستایی از توابع بخش پیشوا شهرستان ورامین در استان تهران ایران است. : طارند ,-1
 طارند پایین، روستایی از توابع بخش پیشوا شهرستان ورامین در کجا : استان تهران ایران است.,-1
 آآهیرونیمی نام یک گونه از سرده آآ کجا : است.,-1
 کجا یک منطقه مسکونی در بریتانیا است. : آچیل ,1
 آچیل یک منطقه مسکونی در کجا : بریتانیا است.,1
 با کجا در نیفتید یا با تگزاس شوخی نکنید شعاریست دولتی در ایالت تگزاس در آمریکا. : تگزاس ,1
 با تگزاس در نیفتید یا با تگزاس شوخی نکنید شعاریست دولتی در کجا در آمریکا. : ایالت تگزاس ,1
 با تگزاس در نیفتید یا با تگزاس شوخی نکنید شعاریست دولتی در ایالت تگزاس در کجا : آمریکا.,1
 داوریون یک کجا خراش واقع در ایالت نیویورک، ایالات متحده آمریکا می باشد. : آسمان ,-1
 داوریون یک آسمان خراش واقع در کجا می باشد. : ایالت نیویورک، ایالات متحده آمریکا ,1
 داوریون یک آسمان خراش واقع در ایالت نیویورک، ایالات متحده آمریکا می کجا : باشد.,-1
 ذخیره مورد علاقه فیلمی است محصول سال ۲۰۱۲ و به کارگردانی چه کسی : استیون فریرز است.,-1
 زابلی محله علیا، روستایی است از توابع بخش مرکزی کجا در استان گلستان ایران. : شهرستان ترکمن ,1
 زابلی محله علیا، روستایی است از توابع بخش مرکزی شهرستان ترکمن در کجا : استان گلستان ایران.,1
 سابر شین به تغییر شکل درشت نی اطلاق می چه کسی : شود.,-1
 چه چیزی یک روستا در بریتانیا است که در هبریدهای بیرونی واقع شده است. : شاباست,1
 چه کسی رنه دو شاتوبریان معروف به نویسنده، شاعر و سیاست مدار فرانسوی در سن ملو متولد گردید. : فرانسوا ,-1
 فرانسوا رنه دو شاتوبریان معروف به نویسنده، شاعر و سیاست مدار فرانسوی در سن چه کسی متولد گردید. : ملو ,-1
 فرانسوا رنه دو شاتوبریان معروف به نویسنده، شاعر و سیاست مدار فرانسوی در سن ملو متولد چه کسی : گردید.,-1
 صاحب الرحمان همت سیاست مدار افغانستانی و نماینده مردم کجا در دوره پانزدهم مجلس نمایندگان افغانستان بود. : کنر ,1
 صاحب الرحمان همت سیاست مدار افغانستانی و نماینده مردم کنر در دوره پانزدهم مجلس نمایندگان کجا : افغانستان بود.,-1
 چه کسی طراح گرافیک و نقاش ایرانی است. : صادق بریرانی ,1
 صادق بریرانی طراح کجا و نقاش ایرانی است. : گرافیک ,-1
 صادق بریرانی طراح گرافیک و نقاش کجا : ایرانی است.,-1
 ,1
 طاخونهنام یکی از روستاهای کجا و شهرستان خنج می باشد. : استان فارس ,1
 طاخونهنام یکی از روستاهای استان فارس کجا می باشد. : و شهرستان خنج ,-1
 طاخونهنام یکی از روستاهای استان فارس و شهرستان خنج می کجا : باشد.,-1
 آمیت یک ورزشکار فوتبالیست اهل کجا است. : ویتنام,1
 چه چیزی سیلیاتا نام یک گونه از رده اسفنج های شاخی است. : آآپتوس ,-1
 آآپتوس سیلیاتا نام یک گونه از رده اسفنج های چه کسی : شاخی است.,-1
 ,1
 باب آویان طراح رقص، و کارگردان نمایش ارمنی تبار اهل کجا : ایالات متحده آمریکا است.,-1
 باب چه کسی بازیگر آمریکایی است. : بالابان ,-1
 باب بالابان بازیگر کجا : آمریکایی است.,-1
 تا فین یک منطقه مسکونی در کجا است که در استان دین بین واقع شده است. : ویتنام,1
 تابستان با چه کسی نام یک فیلم سوئدی به کارگردانی اینگمار برگمان محصول سال ۱۹۵۳ است. : مونیکا ,-1
 تابستان با مونیکا نام یک فیلم چه چیزی به کارگردانی اینگمار برگمان محصول سال ۱۹۵۳ است. : سوئدی ,-1
 تابستان با مونیکا نام یک فیلم سوئدی به کارگردانی چه چیزی محصول سال ۱۹۵۳ است. : اینگمار برگمان ,-1
 تابستان با مونیکا نام یک فیلم سوئدی به کارگردانی اینگمار برگمان محصول سال چه چیزی : ۱۹۵۳ است.,-1
 ,1
 چه کسی درا غما یکی از آثار اسماعیل فصیح است. : ثریا ,-1
 ثریا درا غما یکی از آثار چه کسی فصیح است. : اسماعیل ,-1
 ثریا درا غما یکی از آثار اسماعیل فصیح چه کسی : است.,-1
 حاج چه کسی است که در استان اردبیل، شهرستان پارس آباد، بخش اصلاندوز، دهستان اصلاندوز قرار دارد. : امیرکندی روستایی ,-1
 حاج امیرکندی روستایی است که در کجا بخش اصلاندوز، دهستان اصلاندوز قرار دارد. : استان اردبیل، شهرستان پارس آباد، ,-1
 حاج امیرکندی روستایی است که در استان اردبیل، شهرستان پارس آباد، بخش اصلاندوز، کجا قرار دارد. : دهستان اصلاندوز ,-1
 حاج امیرکندی روستایی است که در استان اردبیل، شهرستان پارس آباد، بخش اصلاندوز، دهستان اصلاندوز قرار کجا : دارد.,-1
 چه کسی کوردری بازیگر آمریکایی است. : راب ,-1
 راب چه کسی بازیگر آمریکایی است. : کوردری ,-1
 راب کوردری بازیگر کجا : آمریکایی است.,-1
 ,1
 چه کسی چاندراسخار اخترفیزیکدانی آمریکایی زاده هندوستان بود. : سوبرامانیان ,-1
 سوبرامانیان چه کسی اخترفیزیکدانی آمریکایی زاده هندوستان بود. : چاندراسخار ,-1
 سوبرامانیان چاندراسخار اخترفیزیکدانی آمریکایی زاده چه کسی : هندوستان بود.,-1
 آآ لورنزی نام یک گونه از سرده آآ کجا : است.,-1
 چه چیزی یک شهرستان در اسپانیا است که در استان اورنسه واقع شده است. : اکاربایینیو ,-1
 اکاربایینیو یک شهرستان در کجا است که در استان اورنسه واقع شده است. : اسپانیا ,1
 اکاربایینیو یک شهرستان در اسپانیا است که در کجا واقع شده است. : استان اورنسه,1
 آآ ودلیانا نام یک گونه از سرده آآ کجا : است.,-1
 ,1
 پرتودرمانی یا رادیوتراپی یکی از مهم ترین شاخه کجا است. : های فیزیک پزشکی,-1
 جاجی یک کومونه در کجا است که در استان مسینا واقع شده است. : ایتالیا ,1
 جاجی یک کومونه در ایتالیا است که در کجا واقع شده است. : استان مسینا,1
 حاج چه کسی از توابع بخش میان کنگی شهرستان زابل در استان سیستان و بلوچستان ایران است. : محمد علی شاه، روستایی ,-1
 حاج محمد علی شاه، روستایی از توابع بخش میان کنگی کجا در استان سیستان و بلوچستان ایران است. : شهرستان زابل ,1
 حاج محمد علی شاه، روستایی از توابع بخش میان کنگی شهرستان زابل در کجا : استان سیستان و بلوچستان ایران است.,-1
 ,1
 دشاینز گروه موسیقی کجا : آمریکایی است.,-1
 ,1
 رابا، کجا است، که در سال ۱۸۹۶ تأسیس شد. : شرکت خودروسازی مجارستانی,1
 چه کسی کارگردان، فیلمنامه نویس و روزنامه نگار ایرانی است. : محمد نوری زاد ,1
 محمد نوری زاد کارگردان، فیلمنامه نویس چه چیزی : و روزنامه نگار ایرانی است.,-1
 شابدن یک محله مدنی و روستا در کجا است که در هرفوردشر واقع شده است. : بریتانیا,1
 چه کسی ایرانی و مدیر سابق رادیو، تلویزیون و وب گاه بی بی سی فارسی است. : صادق صبا روزنامه نگار ,-1
 صادق صبا روزنامه نگار ایرانی و مدیر کجا و وب گاه بی بی سی فارسی است. : سابق رادیو، تلویزیون,-1
 چه کسی یا ضایعه جداشدگی آستین برونا ستی لبه ای پیشین جراحتی در جلوی شانه است که با در رفتگی شانه ارتباط دارد. : ضایعه الپسا ,-1
 ضایعه الپسا یا ضایعه جداشدگی چه کسی ستی لبه ای پیشین جراحتی در جلوی شانه است که با در رفتگی شانه ارتباط دارد. : آستین برونا,-1
 ,1
 ,1
 چه کسی نام یک گونه از سرده آآ است. : آآکلمبیانا ,-1
 آآکلمبیانا نام یک گونه از سرده آآ کجا : است.,-1
 چه چیزی یک شهرستان در اسپانیا است که در استان پنتبدرا واقع شده است. : آکانییسا ,1
 آکانییسا یک شهرستان در کجا است که در استان پنتبدرا واقع شده است. : اسپانیا ,1
 آکانییسا یک شهرستان در اسپانیا است که در کجا واقع شده است. : استان پنتبدرا,1
 باب چه کسی اسفنج بیرون از آب یک انیمیشن پویانمایی، کمدی، ماجراجویی ساخته استیون هیلنبرگ است. : اسفنجی ,-1
 باب اسفنجی چه کسی بیرون از آب یک انیمیشن پویانمایی، کمدی، ماجراجویی ساخته استیون هیلنبرگ است. : اسفنج ,-1
 باب اسفنجی اسفنج بیرون از آب یک انیمیشن پویانمایی، کمدی، ماجراجویی ساخته چه کسی : استیون هیلنبرگ است.,-1
 تا ابد و همیشه ترانه ای از هنرمند اهل کجا تیلور سوئیفت است. : ایالات متحده آمریکا ,-1
 تا ابد و همیشه ترانه ای از هنرمند اهل ایالات متحده آمریکا تیلور کجا : سوئیفت است.,-1
 ,1
 ,1
 آسفالت چه چیزی یا جاده آسفالت دوطرفه یک فیلم جاده ای درام به کارگردانی مونتی هلمن محصول سال ۱۹۷۱ است. : دوطرفه ,-1
 آسفالت دوطرفه یا جاده آسفالت دوطرفه یک فیلم جاده ای درام به کارگردانی چه کسی محصول سال ۱۹۷۱ است. : مونتی هلمن ,-1
 آسفالت دوطرفه یا جاده آسفالت دوطرفه یک فیلم جاده ای درام به کارگردانی مونتی هلمن محصول سال چه چیزی : ۱۹۷۱ است.,-1
 چه کسی سرتیپ افغان است که در اردوی ملی افغانستان خدمت می کند. : خاتول محمدزی ,1
 خاتول محمدزی سرتیپ افغان است که در اردوی ملی کجا خدمت می کند. : افغانستان ,1
 خاتول محمدزی سرتیپ افغان است که در اردوی ملی افغانستان خدمت می چه کسی : کند.,-1
 ,1
 دایندکس یک مجتمع مسکونی واقع در کجا می باشد. : دبی، امارات، امارات متحده عربی,1
 چه کسی نام یکی از روزنامههای انگلیسی زبان عمده هند است. : هندو ,-1
 هندو نام یکی از روزنامههای کجا زبان عمده هند است. : انگلیسی ,-1
 هندو نام یکی از روزنامههای انگلیسی زبان عمده کجا : هند است.,-1
 ,1
 چه کسی در اسپانیا است که در گالیسیا واقع شده است. : آپارادانتا ,-1
 آپارادانتا در کجا است که در گالیسیا واقع شده است. : اسپانیا ,1
 آپارادانتا در اسپانیا است که در کجا واقع شده است. : گالیسیا,1
 با مهربانیت شرمنده اش چه کسی از خواننده آمریکایی سلنا گومز است. : کن آهنگی ,-1
 با مهربانیت شرمنده اش کن آهنگی از خواننده آمریکایی چه کسی : سلنا گومز است.,-1
 چه کسی دی یکی از تیم های کشتی کج است. : گروهد نو,-1
 ,1
 زابو بریتمن که با نام زابو نیز شناخته می شود، هنرپیشه و کارگردان اهل کشور کجا با اصالت یهودی است. : فرانسه ,1
 زابو بریتمن که با نام زابو نیز شناخته می شود، هنرپیشه و کارگردان اهل کشور فرانسه با اصالت یهودی کجا : است.,-1
 کجا شانس بیار رسمی جام جهانی فوتبال ۲۰۱۸ است که در روسیه برگزار می شود. : زابیواکا ,-1
 زابیواکا شانس بیار رسمی چه چیزی است که در روسیه برگزار می شود. : جام جهانی فوتبال ۲۰۱۸ ,1
 زابیواکا شانس بیار رسمی جام جهانی فوتبال ۲۰۱۸ است که در کجا برگزار می شود. : روسیه,1
 در این صفحه خلاصه ای از تاریخچه انتخاباتی چه کسی سیاستمدار ایرانی مورد اشاره خواهد گرفت. : اکبر هاشمی رفسنجانی ,-1
 در این صفحه خلاصه ای از تاریخچه انتخاباتی اکبر هاشمی رفسنجانی سیاستمدار کجا مورد اشاره خواهد گرفت. : ایرانی ,1
 در این صفحه خلاصه ای از تاریخچه انتخاباتی اکبر هاشمی رفسنجانی سیاستمدار ایرانی مورد اشاره خواهد چه کسی : گرفت.,-1
 چه کسی همچنین معروف به صاحبه روحانی همسر حسن روحانی رئیس جمهور ایران است. : صاحبه عربی ,-1
 صاحبه عربی همچنین معروف به صاحبه روحانی همسر چه کسی رئیس جمهور ایران است. : حسن روحانی ,-1
 صاحبه عربی همچنین معروف به صاحبه روحانی همسر حسن روحانی رئیس جمهور کجا : ایران است.,-1
 کجا در اسپانیا است که در گالیسیا واقع شده است. : آاویوا ,1
 آاویوا در کجا است که در گالیسیا واقع شده است. : اسپانیا ,1
 آاویوا در اسپانیا است که در کجا واقع شده است. : گالیسیا,1
 باب چه کسی روستایی از توابع بخش بیضا شهرستان سپیدان در استان فارس ایران است. : البام، ,-1
 باب البام، روستایی از توابع بخش بیضا کجا در استان فارس ایران است. : شهرستان سپیدان ,1
 باب البام، روستایی از توابع بخش بیضا شهرستان سپیدان در کجا : استان فارس ایران است.,-1
 باب برگن کجا : صدا پیشه اهل ایالات متحده آمریکا است.,-1
 ,1
 چه کسی یک بازیکن فوتبال اهل عمان است. : جابر العویسی ,1
 جابر العویسی یک بازیکن فوتبال اهل کجا است. : عمان,1
 حاثور یا حتحور یکی از مهم ترین ایزدبانوان کجا باستان است که خدای عشق، زیبایی، موسیقی مادری و لذت نام برده می شود. : مصر,-1
 چه کسی یکی از دهستان های استان خائن در کشور اسپانیا است. : خابالکینتو ,-1
 خابالکینتو یکی از کجا استان خائن در کشور اسپانیا است. : دهستان های ,-1
 خابالکینتو یکی از دهستان های استان خائن در کشور کجا : اسپانیا است.,-1
 دایکس ایکس گروه ایندی چه کسی است که در سال ۲۰۰۵، در واندزورث لندن شکل گرفت. : پاپ بریتانیایی ,-1
 دایکس ایکس گروه ایندی پاپ بریتانیایی است که در سال ۲۰۰۵، در کجا شکل گرفت. : واندزورث لندن,1
 چه چیزی نام یک قله است که اسکاتلند کوهستانی واقع شده است. : آچرالایگ ,1
 آچرالایگ نام یک قله است که کجا کوهستانی واقع شده است. : اسکاتلند,-1
 چه کسی در هند است که در آندرا پرادش واقع شده است. : آکندورو ,-1
 آکندورو در کجا است که در آندرا پرادش واقع شده است. : هند,1
 باب البحر همچنین شناخته با پرته دو فرانس دروازه ای در شهر باستانی کجا پایتخت تونس است. : تونس ,-1
 باب البحر همچنین شناخته با پرته دو فرانس دروازه ای در شهر باستانی تونس پایتخت کجا : تونس است.,-1
 تا وقتی دیگر نتپد ترانه ای است از چه کسی خواننده آمریکایی که در هفتمین آلبوم استودیویی او با نام عشق : جنیفر لوپز، ,-1
 تا وقتی دیگر نتپد ترانه ای است از جنیفر لوپز، خواننده کجا که در هفتمین آلبوم استودیویی او با نام عشق : آمریکایی ,1
 تا وقتی دیگر نتپد ترانه ای است از جنیفر لوپز، خواننده آمریکایی که در چه چیزی او با نام عشق : هفتمین آلبوم استودیویی ,-1
 تا وقتی دیگر نتپد ترانه ای است از جنیفر لوپز، خواننده آمریکایی که در هفتمین آلبوم استودیویی او با نام چه چیزی : عشق,-1
 ,1
 جاتی عمره یک منطقه مسکونی در کجا است که در پنجاب واقع شده است. : پاکستان ,1
 جاتی عمره یک منطقه مسکونی در پاکستان است که در کجا واقع شده است. : پنجاب,1
 حاج چه کسی حاج علی محمد یک روستا در ایران است که در دهستان قهاب رستاق واقع شده است. : آباد ,-1
 حاج آباد حاج چه کسی در ایران است که در دهستان قهاب رستاق واقع شده است. : علی محمد یک روستا ,-1
 حاج آباد حاج علی محمد یک روستا در کجا است که در دهستان قهاب رستاق واقع شده است. : ایران ,1
 حاج آباد حاج علی محمد یک روستا در ایران است که در کجا واقع شده است. : دهستان قهاب رستاق,1
 چه کسی آقا فلسفی در ربیع الاول ۱۳۳۹ در تهران به دنیا آمد. : میرزا علی ,-1
 میرزا علی آقا فلسفی در ربیع الاول ۱۳۳۹ در کجا به دنیا آمد. : تهران,1
 خاخی یک شهرک در کجا است که در ناحیه دیره غازی خان واقع شده است. : پاکستان ,1
 خاخی یک شهرک در پاکستان است که در کجا غازی خان واقع شده است. : ناحیه دیره,-1
 بازار مشترک کشورهای کجا جنوبی تعدادی از کشورهای آمریکای لاتین را در بر می گیرد. : آمریکای ,1
 بازار مشترک کشورهای آمریکای جنوبی تعدادی از کشورهای کجا را در بر می گیرد. : آمریکای لاتین,1
 ,1
 چه کسی یک روستا در لهستان است که در گمینا زابور واقع شده است. : زابور ,-1
 زابور یک روستا در کجا است که در گمینا زابور واقع شده است. : لهستان ,1
 زابور یک روستا در لهستان است که در کجا واقع شده است. : گمینا زابور,1
 سابادسالاش یک منطقه مسکونی در مجارستان است که در کجا واقع شده است. : ناحیه کونسنتمیکلوش ,1
 سابادسالاش یک منطقه مسکونی در مجارستان است که در ناحیه کونسنتمیکلوش واقع شده چه کسی : است.,-1
 چه کسی یک روستا در سوریه است که در ناحیه بداما واقع شده است. : شاتوریه ,-1
 شاتوریه یک روستا در کجا است که در ناحیه بداما واقع شده است. : سوریه ,1
 شاتوریه یک روستا در سوریه است که در کجا واقع شده است. : ناحیه بداما ,1
 شاتوریه یک روستا در سوریه است که در ناحیه بداما واقع شده چه کسی : است.,-1
 آب الوان، روستایی از توابع بخش بهمئی گرمسیری شهرستان بهمئی در کجا و بویراحمد ایران است. : استان کهگیلویه ,1
 آب الوان، روستایی از توابع بخش بهمئی گرمسیری شهرستان بهمئی در استان کهگیلویه کجا : و بویراحمد ایران است.,-1
 تا ثریا مجموعه تلویزیونی اجتماعی درام ساخته چه کسی مقدم و به تهیه کنندگی الهام غفوری محصول سال ۱۳۹۰ درباره ربا. : سیروس ,-1
 تا ثریا مجموعه تلویزیونی اجتماعی درام ساخته سیروس مقدم و به تهیه کنندگی الهام غفوری محصول سال ۱۳۹۰ درباره کجا : ربا.,-1
 ,1
 چه کسی پایتخت بخش خودمختار آراگون در کشور اسپانیا است. : ساراگوسا ,1
 ساراگوسا پایتخت بخش خودمختار آراگون در کشور کجا : اسپانیا است.,-1
 ثبت ملی فهرست اماکن تاریخی در کنتیکت فهرست اماکن تاریخی در کنتیکت کجا : است.,-1
 ,1
 جابه چه کسی به مطالعه حرکت نوترون ها در ماده می پردازد. : جایی نوترون,-1
 حاج چه کسی خان شیرکوند خوشنویس پر آوازه و معلم ایرانی بود. : حسن,-1
 خار گاومیش نام یک گونه از سرده کنار چه کسی : است.,-1
 آآدونتای چه کسی نام یک گونه از سرده آآدونتا است. : تاجدار ,-1
 آآدونتای تاجدار نام یک گونه از سرده آآدونتا کجا : است.,-1
 آبامیری، روستایی از توابع بخش تشان کجا در استان خوزستان ایران است. : شهرستان بهبهان ,1
 آبامیری، روستایی از توابع بخش تشان شهرستان بهبهان در کجا : استان خوزستان ایران است.,-1
 چه کسی هاپ عنوان یکی از فیلم های امینم است که وی در آن در نقش خودش ظاهر شد. : جادوگر هیپ,-1
 چه کسی دومین همسر محمدرضا شاه پهلوی و ملکه ایران بود. : ثریا اسفندیاری بختیاری ,1
 ثریا اسفندیاری بختیاری دومین همسر چه کسی شاه پهلوی و ملکه ایران بود. : محمدرضا ,-1
 ثریا اسفندیاری بختیاری دومین همسر محمدرضا شاه پهلوی و ملکه کجا بود. : ایران,1
 چه چیزی از توابع بخش لیردف شهرستان جاسک در استان هرمزگان ایران است. : جانوری، روستایی ,-1
 جانوری، روستایی از توابع بخش لیردف کجا در استان هرمزگان ایران است. : شهرستان جاسک ,1
 جانوری، روستایی از توابع بخش لیردف شهرستان جاسک در کجا : استان هرمزگان ایران است.,-1
 چه کسی بازیگر آمریکایی است. : جاج رینهولد ,1
 جاج رینهولد بازیگر کجا : آمریکایی است.,-1
 چه کسی یک هنرپیشه اهل ایالات متحده آمریکا است. : جاد هیرش ,1
 جاد هیرش یک هنرپیشه اهل کجا : ایالات متحده آمریکا است.,-1
 خاتونه، روستایی از توابع بخش مرکزی کجا در استان کرمانشاه ایران است. : شهرستان سرپل ذهاب ,1
 خاتونه، روستایی از توابع بخش مرکزی شهرستان سرپل ذهاب در کجا : استان کرمانشاه ایران است.,-1
 ,1
 چه کسی بازیکن فوتبال اهل اسپانیا است که در پست هافبک برای اتلتیک بیلبائو در لالیگا بازی می کند. : اسکارد مارکوس آرانا ,1
 اسکارد مارکوس آرانا بازیکن فوتبال اهل کجا است که در پست هافبک برای اتلتیک بیلبائو در لالیگا بازی می کند. : اسپانیا ,1
 اسکارد مارکوس آرانا بازیکن فوتبال اهل اسپانیا است که در پست هافبک برای اتلتیک بیلبائو در لالیگا بازی می چه کسی : کند.,-1
 چه کسی یک گروه راک انگلیسی است که در سال ۱۹۷۶ در کراولی وست ساسکس شکل گرفت. : دکیور ,-1
 دکیور یک گروه راک کجا است که در سال ۱۹۷۶ در کراولی وست ساسکس شکل گرفت. : انگلیسی ,1
 دکیور یک گروه راک انگلیسی است که در سال ۱۹۷۶ در چه کسی شکل گرفت. : کراولی وست ساسکس,-1
 چه کسی رلی خودرویی است که در سال های ۲۰۰۵ تا ۲۰۰۷در ایالات متحده آمریکا تولید شده است. : زاترن ,-1
 زاترن چه کسی است که در سال های ۲۰۰۵ تا ۲۰۰۷در ایالات متحده آمریکا تولید شده است. : رلی خودرویی ,-1
 زاترن رلی خودرویی است که در سال های ۲۰۰۵ تا ۲۰۰۷در کجا تولید شده است. : ایالات متحده آمریکا,1
 چه کسی یک هنرپیشه اهل ایتالیا است. : سابرینا فریلی ,1
 سابرینا فریلی یک هنرپیشه اهل کجا : ایتالیا است.,1
 ,1
 آیت الله چه کسی از نمایندگان ولی فقیه در گیلان و امام جمعه رشت بود. : صادق احسانبخش ,-1
 آیت الله صادق احسانبخش از نمایندگان ولی فقیه در کجا و امام جمعه رشت بود. : گیلان ,1
 آیت الله صادق احسانبخش از نمایندگان ولی فقیه در گیلان و امام جمعه کجا بود. : رشت,1
 کااس ۱۹ که در کجا سعیر نامیده می شود، توپ ضدهوایی ۱۰۰ میلی متری است که در سال ۱۹۴۹ وارد ارتش شوروی شد. : ایران ,1
 کااس ۱۹ که در ایران سعیر نامیده می شود، توپ ضدهوایی ۱۰۰ میلی متری است که در سال ۱۹۴۹ وارد ارتش کجا : شوروی شد.,-1
 کجا در اسپانیا است که در گالیسیا واقع شده است. : آمارینیا شرقی ,1
 آمارینیا شرقی در کجا است که در گالیسیا واقع شده است. : اسپانیا ,1
 آمارینیا شرقی در اسپانیا است که در کجا واقع شده است. : گالیسیا,1
 آآدونتای چه چیزی نام یک گونه از سرده آآدونتا است. : فوسکوزوناتا ,-1
 آآدونتای فوسکوزوناتا نام یک گونه از سرده آآدونتا چه کسی : است.,-1
 ,1
 با عشق برای دوتای ما تک آهنگی از هنرمند اهل کجا است که در سال ۲۰۱۷ میلادی منتشر شد. : پرتغال سالوادور سوبرال,-1
 تمثل تقلب فیلمی به کارگردانی، بازیگری و نویسندگی اورسن کجا است. : ولز,-1
 تابستان کاستاریکایی یک فیلم کمدی چه چیزی به کارگردانی جیسون متهو در سال ۲۰۱۰ است. : آمریکایی ,-1
 تابستان کاستاریکایی یک فیلم کمدی آمریکایی به کارگردانی چه کسی متهو در سال ۲۰۱۰ است. : جیسون,-1
 ,1
 جاجان یکی از روستاهای کجا است که در دهستان ازومدل شمالی بخش مرکزی شهرستان ورزقان واقع شده است. : استان آذربایجان شرقی ,1
 جاجان یکی از روستاهای استان آذربایجان شرقی است که در کجا واقع شده است. : دهستان ازومدل شمالی بخش مرکزی شهرستان ورزقان,1
 چه کسی روستایی از توابع بخش مرکزی شهرستان شیراز در استان فارس ایران است. : خاتونک، ,-1
 خاتونک، روستایی از توابع بخش مرکزی کجا در استان فارس ایران است. : شهرستان شیراز ,1
 خاتونک، روستایی از توابع بخش مرکزی شهرستان شیراز در کجا : استان فارس ایران است.,-1
 خارابا یک کجا در اسپانیا است که در استان ساراگوسا واقع شده است. : دهستان ,-1
 خارابا یک دهستان در کجا است که در استان ساراگوسا واقع شده است. : اسپانیا ,1
 خارابا یک دهستان در اسپانیا است که در کجا واقع شده است. : استان ساراگوسا,1
 چه کسی ها و باباها گروه آوازخوان آمریکایی دهه ۶۰ بودند. : مامان ,-1
 مامان ها و باباها گروه آوازخوان کجا دهه ۶۰ بودند. : آمریکایی,1
 چه کسی داور سابق اهل انگلستان است. : مایک رایلی ,1
 مایک رایلی داور سابق اهل کجا : انگلستان است.,-1
 کجا آباد، روستایی است از توابع بخش مرکزی شهرستان گنبد کاووس در استان گلستان ایران. : زابل ,-1
 زابل آباد، روستایی است از توابع بخش مرکزی کجا در استان گلستان ایران. : شهرستان گنبد کاووس ,1
 زابل آباد، روستایی است از توابع بخش مرکزی شهرستان گنبد کاووس در کجا : استان گلستان ایران.,1
 چه کسی کامونو کشیش کاتولیک اهل هوامبو، آنگولا است. : زاخاری ,-1
 زاخاری چه کسی کشیش کاتولیک اهل هوامبو، آنگولا است. : کامونو ,-1
 زاخاری کامونو کشیش کاتولیک اهل هوامبو، آنگولا کجا : است.,-1
 چه کسی بازیگر فیلم و تلویزیون اهل کشور پاکستان است. : شبیر جان ,1
 شبیر جان بازیگر فیلم و تلویزیون اهل کشور کجا است. : پاکستان,1
 ضاحیه حرستا یک منطقه مسکونی در کجا است که در استان ریف دمشق واقع شده است. : سوریه ,1
 ضاحیه حرستا یک منطقه مسکونی در سوریه است که در کجا واقع شده است. : استان ریف دمشق,1
 ,1
 طاط فرزانه ای اسطوری ای در کجا : مصر قدیم است.,-1
 کجا عرضی در اسپانیا است که در گالیسیا واقع شده است. : آمارینیا ,-1
